title,description,text,effort_hours
Créer Authentification utilisateur,Système de login et inscription avec validation email et hashage du mot de passe,Créer Authentification utilisateur Système de login et inscription avec validation email et hashage du mot de passe,14.8
Ajouter la fonctionnalité : Page 404 personnalisée,Page d'erreur personnalisée avec redirection vers l'accueil,Ajouter la fonctionnalité : Page 404 personnalisée Page d'erreur personnalisée avec redirection vers l'accueil,2.1
Ajouter la fonctionnalité : Ajouter bouton de suppression,Bouton pour supprimer un élément avec une confirmation basique,Ajouter la fonctionnalité : Ajouter bouton de suppression Bouton pour supprimer un élément avec une confirmation basique,3.1
Développer : Module d'analyse prédictive,Tableau de bord utilisant un modèle prédictif pour anticiper des tendances métier,Développer : Module d'analyse prédictive Tableau de bord utilisant un modèle prédictif pour anticiper des tendances métier,43.6
Système de recommandation de produits,Moteur de recommandation basé sur l'historique d'achat et le comportement de l'utilisateur,Système de recommandation de produits Moteur de recommandation basé sur l'historique d'achat et le comportement de l'utilisateur,50.0
Créer Liste des produits avec filtres simples,Affichage produits avec filtre par catégorie uniquement,Créer Liste des produits avec filtres simples Affichage produits avec filtre par catégorie uniquement,6.4
Module de reporting avancé avec export multi-format,"Génération de rapports complexes avec agrégations, filtres dynamiques et export PDF/Excel","Module de reporting avancé avec export multi-format Génération de rapports complexes avec agrégations, filtres dynamiques et export PDF/Excel",36.9
Créer table des catégories,"CRUD basique pour gérer des catégories (ajout, édition, suppression)","Créer table des catégories CRUD basique pour gérer des catégories (ajout, édition, suppression)",7.5
Créer Chatbot intelligent avec NLP,Assistant conversationnel utilisant le traitement du langage naturel pour répondre aux questions clients,Créer Chatbot intelligent avec NLP Assistant conversationnel utilisant le traitement du langage naturel pour répondre aux questions clients,55.6
Créer Système de géolocalisation en temps réel,Suivi de position en temps réel sur une carte avec historique des trajets,Créer Système de géolocalisation en temps réel Suivi de position en temps réel sur une carte avec historique des trajets,36.7
Ajouter la fonctionnalité : Estimation automatique de l'effort par IA,Modèle de machine learning qui prédit l'effort nécessaire à partir de la description d'une tâche,Ajouter la fonctionnalité : Estimation automatique de l'effort par IA Modèle de machine learning qui prédit l'effort nécessaire à partir de la description d'une tâche,57.7
Système de cache distribué,Mise en place de Redis pour la mise en cache distribuée sur plusieurs instances serveur,Système de cache distribué Mise en place de Redis pour la mise en cache distribuée sur plusieurs instances serveur,28.9
Ajouter la fonctionnalité : Modifier le profil utilisateur,"Formulaire pour éditer nom, email et photo de profil","Ajouter la fonctionnalité : Modifier le profil utilisateur Formulaire pour éditer nom, email et photo de profil",7.7
Développer : Système de recommandation basé sur le deep learning,Moteur de recommandation utilisant un réseau de neurones entraîné sur les données utilisateurs,Développer : Système de recommandation basé sur le deep learning Moteur de recommandation utilisant un réseau de neurones entraîné sur les données utilisateurs,61.8
Ajouter la fonctionnalité : Historique des actions utilisateur,Journal (log) qui trace les actions importantes effectuées par chaque utilisateur,Ajouter la fonctionnalité : Historique des actions utilisateur Journal (log) qui trace les actions importantes effectuées par chaque utilisateur,16.0
Mettre en place Ajout d'un système de favoris,Bouton pour ajouter/retirer un élément des favoris de l'utilisateur,Mettre en place Ajout d'un système de favoris Bouton pour ajouter/retirer un élément des favoris de l'utilisateur,5.5
Ajouter la fonctionnalité : Système de validation en plusieurs étapes,"Workflow d'approbation à plusieurs niveaux (soumission, revue, validation finale)","Ajouter la fonctionnalité : Système de validation en plusieurs étapes Workflow d'approbation à plusieurs niveaux (soumission, revue, validation finale)",21.6
Ajouter la fonctionnalité : Créer formulaire de contact,"Ajouter un formulaire simple avec nom, email et message, envoyé par mail","Ajouter la fonctionnalité : Créer formulaire de contact Ajouter un formulaire simple avec nom, email et message, envoyé par mail",6.8
Recherche avancée avec filtres multiples,"Recherche avec plusieurs filtres combinés (date, catégorie, statut, prix)","Recherche avancée avec filtres multiples Recherche avec plusieurs filtres combinés (date, catégorie, statut, prix)",14.5
Ajouter la fonctionnalité : Système de cache distribué,Mise en place de Redis pour la mise en cache distribuée sur plusieurs instances serveur,Ajouter la fonctionnalité : Système de cache distribué Mise en place de Redis pour la mise en cache distribuée sur plusieurs instances serveur,25.0
Ajout d'un menu de navigation,Menu responsive avec liens vers les pages principales,Ajout d'un menu de navigation Menu responsive avec liens vers les pages principales,4.5
Ajouter la fonctionnalité : Changer le mot de passe,Formulaire simple de changement de mot de passe avec validation basique,Ajouter la fonctionnalité : Changer le mot de passe Formulaire simple de changement de mot de passe avec validation basique,5.5
